Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
tc_type = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 104.0.5112.81,,,2022-08-18 17:01:51,2022-08-18 17:01:51,0.001s,PASSED
"if (tc_type == ""negative"")",Chrome 104.0.5112.81,,,2022-08-18 17:01:51,2022-08-18 17:01:51,0.000s,PASSED
,,,,,,,
Test Cases/Cura Appointment/Cura Create Appointment,Chrome 104.0.5112.81,,,2022-08-18 17:01:51,2022-08-18 17:02:38,46.604s,FAILED
println(url),Chrome 104.0.5112.81,,,2022-08-18 17:01:51,2022-08-18 17:01:51,0.000s,PASSED
openBrowser(url),Chrome 104.0.5112.81,,,2022-08-18 17:01:51,2022-08-18 17:01:56,5.252s,PASSED
maximizeWindow(),Chrome 104.0.5112.81,,,2022-08-18 17:01:56,2022-08-18 17:01:56,0.138s,PASSED
takeScreenshot(),Chrome 104.0.5112.81,,,2022-08-18 17:01:56,2022-08-18 17:01:57,1.082s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/Button_Make Appointment""))",Chrome 104.0.5112.81,,,2022-08-18 17:01:57,2022-08-18 17:01:58,0.795s,PASSED
"setText(findTestObject(""Page_CURA Healthcare Service/Input_Username""), username)",Chrome 104.0.5112.81,,,2022-08-18 17:01:58,2022-08-18 17:01:59,0.896s,PASSED
"setText(findTestObject(""Page_CURA Healthcare Service/Input_Password""), password)",Chrome 104.0.5112.81,,,2022-08-18 17:01:59,2022-08-18 17:02:00,0.737s,PASSED
takeScreenshot(),Chrome 104.0.5112.81,,,2022-08-18 17:02:00,2022-08-18 17:02:00,0.442s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/button_Login""))",Chrome 104.0.5112.81,,,2022-08-18 17:02:00,2022-08-18 17:02:01,0.977s,PASSED
takeScreenshot(),Chrome 104.0.5112.81,,,2022-08-18 17:02:01,2022-08-18 17:02:02,0.633s,PASSED
"StatusLogin = verifyElementVisible(findTestObject(""Page_CURA Healthcare Service/Select_Healtcare Center""), STOP_ON_FAILURE)",Chrome 104.0.5112.81,,,2022-08-18 17:02:02,2022-08-18 17:02:38,35.621s,FAILED
,,,,,,,
Test Cases/Cura Appointment/Cura Create Appointment,Chrome 104.0.5112.81,,,2022-08-18 17:02:38,2022-08-18 17:03:24,46.436s,FAILED
println(url),Chrome 104.0.5112.81,,,2022-08-18 17:02:38,2022-08-18 17:02:38,0.000s,PASSED
openBrowser(url),Chrome 104.0.5112.81,,,2022-08-18 17:02:38,2022-08-18 17:02:43,5.157s,PASSED
maximizeWindow(),Chrome 104.0.5112.81,,,2022-08-18 17:02:43,2022-08-18 17:02:43,0.140s,PASSED
takeScreenshot(),Chrome 104.0.5112.81,,,2022-08-18 17:02:43,2022-08-18 17:02:44,1.079s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/Button_Make Appointment""))",Chrome 104.0.5112.81,,,2022-08-18 17:02:44,2022-08-18 17:02:45,0.817s,PASSED
"setText(findTestObject(""Page_CURA Healthcare Service/Input_Username""), username)",Chrome 104.0.5112.81,,,2022-08-18 17:02:45,2022-08-18 17:02:46,0.767s,PASSED
"setText(findTestObject(""Page_CURA Healthcare Service/Input_Password""), password)",Chrome 104.0.5112.81,,,2022-08-18 17:02:46,2022-08-18 17:02:46,0.734s,PASSED
takeScreenshot(),Chrome 104.0.5112.81,,,2022-08-18 17:02:46,2022-08-18 17:02:47,0.437s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/button_Login""))",Chrome 104.0.5112.81,,,2022-08-18 17:02:47,2022-08-18 17:02:48,0.968s,PASSED
takeScreenshot(),Chrome 104.0.5112.81,,,2022-08-18 17:02:48,2022-08-18 17:02:48,0.673s,PASSED
"StatusLogin = verifyElementVisible(findTestObject(""Page_CURA Healthcare Service/Select_Healtcare Center""), STOP_ON_FAILURE)",Chrome 104.0.5112.81,,,2022-08-18 17:02:48,2022-08-18 17:03:24,35.658s,FAILED
